name,latitude,longitude,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
本田小学校,35.73726413,139.844984,0,1,0,1,
川端小学校,35.73198375,139.8458602,1,0,0,1,オストメイト設備
本田中学校,35.73246087,139.8524576,1,1,0,1,オストメイト設備
葛飾小学校,35.74234182,139.854843,1,0,0,1,オストメイト設備
清和小学校,35.74311458,139.8488935,1,0,0,1,オストメイト設備
梅田小学校,35.74163762,139.8442949,1,0,0,1,自動ドア・オストメイト設備
立石中学校,35.74394448,139.8486404,1,0,0,1,オストメイト設備
白鳥小学校,35.75057061,139.8441396,0,0,0,1,オストメイト設備
亀青小学校,35.7588839,139.8525115,0,0,0,1,オストメイト設備
青戸小学校,35.75155085,139.8571064,0,0,0,1,自動ドア・オストメイト設備・ベビーチェア・別棟校舎にエレベーター
堀切小学校,35.7443009,139.8286551,0,0,0,0,
堀切中学校,35.74150132,139.8327889,1,0,0,0,
旧東堀切小学校,35.74434805,139.8344856,1,0,0,0,
綾南小学校,35.73990544,139.8306231,1,1,0,1,オストメイト設備
旧小谷野小学校,35.74967922,139.8258851,0,0,0,0,
宝木塚小学校,35.7448021,139.8382563,1,0,0,1,オストメイト設備
青葉中学校,35.75692462,139.8338092,1,1,0,1,
上千葉小学校,35.75419805,139.8386489,1,1,0,1,オストメイト設備・ベビーチェア
双葉中学校,35.75000352,139.8384881,0,0,0,1,オストメイト設備
東綾瀬小学校,35.75378492,139.8321404,1,0,0,1,オストメイト設備
南綾瀬小学校,35.75185304,139.8282848,0,0,0,1,
松上小学校,35.717772,139.853195,1,1,0,1,オストメイト設備
上平井小学校,35.72280194,139.85176,1,1,0,1,オストメイト設備
二上小学校,35.72471881,139.8549647,1,0,0,1,オストメイト設備
上平井中学校,35.72486894,139.8604902,1,1,0,1,オストメイト設備
小松中学校,35.72050753,139.8643481,1,1,0,1,オストメイト設備
小松南小学校,35.71688593,139.8638113,0,0,0,0,
旧松南小学校,35.71358835,139.8659322,0,0,0,1,オストメイト設備
奥戸小学校,35.73912448,139.8658232,0,1,0,1,オストメイト設備
南奥戸小学校,35.73169516,139.860208,1,1,0,1,
高砂小学校,35.74683173,139.8700295,0,0,0,0,
奥戸中学校,35.73717584,139.8711048,1,1,0,1,オストメイト設備
鎌倉小学校,35.74702804,139.8823495,1,0,0,1,オストメイト設備
青戸中学校,35.75129078,139.8533897,1,1,0,1,オストメイト設備
中青戸小学校,35.75051882,139.8518069,1,1,0,1,オストメイト設備・多目的ベッド・ベビーチェア
こすげ小学校,35.75443364,139.8242091,1,0,0,1,
綾瀬中学校,35.75342376,139.8245981,1,0,0,1,オストメイト設備
西小菅小学校,35.75627326,139.8177836,1,1,0,0,
新宿小学校,35.76300859,139.8581139,0,1,0,1,オストメイト設備
新宿中学校,35.76126992,139.8633155,0,0,0,1,オストメイト設備
住吉小学校,35.75457278,139.8670244,1,0,0,0,
柴原小学校,35.76290185,139.8672361,1,1,0,1,オストメイト設備
北野小学校,35.75972032,139.8715759,1,1,0,1,オストメイト設備
桜道中学校,35.75260116,139.873032,1,0,0,1,オストメイト設備
柴又小学校,35.75305522,139.8772026,0,0,0,1,オストメイト設備
金町小学校,35.76645572,139.8774391,0,0,0,1,オストメイト設備
常盤中学校,35.76305693,139.8710648,1,1,0,1,オストメイト設備
末広小学校,35.76658338,139.8652581,1,1,0,1,オストメイト設備
金町中学校,35.77399455,139.8652888,0,1,0,1,オストメイト設備
半田小学校,35.77760145,139.8767167,0,1,0,0,
原田小学校,35.77369366,139.8681736,1,1,0,0,
水元中学校,35.78273356,139.8652695,1,1,0,1,オストメイト設備
花の木小学校,35.7742275,139.8643839,0,1,0,1,オストメイト設備・別棟校舎にエレベーター
水元小学校,35.78799893,139.8637824,1,0,0,1,オストメイト設備・別棟校舎にベビーベッド・ベビーチェア
亀有中学校,35.76019561,139.8471959,0,0,0,1,
道上小学校,35.76385714,139.8451329,1,1,0,1,オストメイト設備
中之台小学校,35.76638481,139.843226,1,1,0,1,自動ドア・オストメイト設備
一之台中学校,35.76422791,139.8381025,0,1,0,1,
東柴又小学校,35.75272135,139.8806784,1,0,0,1,オストメイト設備
飯塚小学校,35.77697601,139.8578243,1,0,0,0,
西亀有小学校,35.76073221,139.8346849,0,0,0,1,オストメイト設備
高砂中学校,35.7460388,139.8695296,1,1,0,1,オストメイト設備
旧明石小学校,35.74780875,139.8748931,0,1,0,1,
上小松小学校,35.72824562,139.8625479,0,0,0,1,オストメイト設備
幸田小学校,35.78894744,139.8494845,1,1,0,1,
細田小学校,35.74161427,139.8683919,0,1,0,1,オストメイト設備
東金町中学校,35.77777535,139.8739459,0,0,0,0,
東金町小学校,35.77391671,139.8712213,0,0,0,0,
葛美中学校,35.7851631,139.85813,1,1,0,1,オストメイト設備
新小岩中学校,35.71752154,139.8521822,1,1,0,1,オストメイト設備
東水元小学校,35.79080972,139.8675309,1,0,0,1,オストメイト設備
旧平井第二小学校,35.70671533,139.836379,1,0,0,0,車イス対応トイレ
葛西小学校,35.67134532,139.8739092,1,1,1,0,車イス対応トイレ（オストメイト対応）
南葛西第二小学校,35.6497969,139.8801716,1,0,0,0,車イス対応トイレ
南葛西第三小学校,35.64373333,139.8708226,1,0,0,0,車イス対応トイレ
旧清新第二小学校,35.65493772,139.8574893,1,0,0,0,
清新ふたば小学校,35.6575693,139.8529426,1,0,0,0,車イス対応トイレ
旧上一色小学校,35.73289039,139.8733998,1,0,0,0,車イス対応トイレ
小松川第二中学校（夜間）,35.70244899,139.8429386,1,1,1,0,車イス対応トイレ（オストメイト対応）
葛西中学校,35.67149828,139.8731863,1,1,1,0,車イス対応トイレ（オストメイト対応）
小松川さくらホール,35.697018,139.849319,1,1,1,0,車イス対応トイレ
小岩アーバンプラザ,35.735802,139.892471,1,1,1,0,車イス対応トイレ
東部フレンドホール,35.693981,139.897751,1,1,1,0,車イス対応トイレ
松江コミュニティ会館,35.69125,139.87265,1,1,1,0,車イス対応トイレ
松江区民プラザ,35.696751,139.870789,1,1,1,1,
一之江コミュニティ会館,35.694458,139.882904,1,1,1,0,車イス対応トイレ
コミュニティプラザ一之江,35.686272,139.881943,0,1,1,1,
平井コミュニティ会館,35.705574,139.848206,1,1,1,1,
中平井コミュニティ会館,35.711914,139.839798,1,1,1,1,
北葛西コミュニティ会館,35.672974,139.857346,1,1,1,0,車イス対応トイレ
二之江コミュニティ会館,35.677044,139.881012,1,1,1,0,車イス対応トイレ
南葛西会館,35.646366,139.876053,1,1,1,1,
新田コミュニティ会館,35.654587,139.866592,1,1,1,0,車イス対応トイレ
清新町コミュニティ会館,35.659286,139.856552,1,1,1,0,車イス対応トイレ
臨海町コミュニティ会館,35.652184,139.860596,1,1,1,0,車イス対応トイレ
東葛西コミュニティ会館,35.654949,139.879639,1,1,1,1,
長島桑川コミュニティ会館,35.665836,139.878098,1,1,1,1,
西小岩コミュニティ会館,35.737438,139.879913,1,1,1,1,
北小岩コミュニティ会館,35.742115,139.886917,1,1,1,1,
南小岩コミュニティ会館,35.730286,139.881775,1,1,1,0,車イス対応トイレ
上一色コミュニティセンター,35.7253,139.872543,1,1,1,1,
瑞江コミュニティ会館,35.686489,139.891251,0,1,1,0,車イス対応トイレ
江戸川コミュニティ会館,35.686848,139.903564,1,1,1,1,
篠崎コミュニティ会館,35.708122,139.90123,1,1,1,0,車イス対応トイレ
篠崎コミュニティホール,35.705833,139.903656,1,1,0,0,車イス対応トイレ
中央図書館,35.710461,139.869751,1,1,1,1,
小岩図書館,35.730904,139.890274,1,1,1,1,
小松川図書館,35.701717,139.850677,0,1,0,0,
葛西図書館,35.675552,139.870789,0,1,0,0,車イス対応トイレ
西葛西図書館,35.665356,139.863281,1,1,1,0,車イス対応トイレ
東部図書館,35.684002,139.900131,1,1,1,1,
共育プラザ小岩,35.739948,139.884537,0,0,0,0,
共育プラザ平井,35.714645,139.840424,0,1,0,0,
共育プラザ葛西,35.673431,139.861496,0,1,0,0,
共育プラザ南小岩,35.720955,139.885635,0,1,0,0,
共育プラザ一之江,35.689671,139.884338,0,1,0,0,車イス対応トイレ
共育プラザ南篠崎,35.696625,139.899139,0,1,0,0,車イス対応トイレ
子ども未来館,35.705975,139.912643,1,1,1,1,
葛西工業高等学校,35.683552,139.87973,1,1,0,0,車イス対応トイレ
小松川高等学校,35.70282,139.851868,1,1,0,0,
江戸川高等学校,35.70845,139.865631,1,1,0,0,
小岩高等学校,35.721748,139.869446,1,1,0,1,（体育館）段差解消機
葛西南高等学校,35.653336,139.87059,1,1,0,1,
篠崎高等学校,35.700775,139.91629,1,0,0,0,車イス対応トイレ
紅葉川高等学校,35.652504,139.858902,1,1,0,0,車イス対応トイレ
学校法人守屋育英学園関東第一高等学校,35.708168,139.860352,1,0,0,0,車イス対応トイレ
小松川第二中学校,35.697965,139.852923,1,1,1,0,車イス対応トイレ（オストメイト対応）
船堀コミュニティ会館,35.686417,139.862823,1,1,1,1,
小松川小学校,35.70366999,139.847758,1,0,0,0,車イス対応トイレ
小松川第二小学校,35.69714175,139.8491183,1,0,0,0,車イス対応トイレ
平井小学校,35.71058705,139.8422543,1,0,0,0,車イス対応トイレ
平井西小学校,35.71461952,139.8393324,1,0,0,0,車イス対応トイレ
平井東小学校,35.70858143,139.8480319,1,0,0,0,車イス対応トイレ
平井南小学校,35.70173103,139.8415807,1,0,0,0,
松江小学校,35.69785824,139.8701625,1,1,1,0,車イス対応トイレ（オストメイト対応）
西一之江小学校,35.68995622,139.8736305,1,0,0,0,車イス対応トイレ
第二松江小学校,35.70484521,139.861309,1,0,0,0,車イス対応トイレ
西小松川小学校,35.71164848,139.8624586,1,0,0,0,車イス対応トイレ
大杉小学校,35.7059514,139.8729749,1,0,0,0,車イス対応トイレ
大杉第二小学校,35.70672554,139.8811652,1,0,0,0,車イス対応トイレ
第三松江小学校,35.709862,139.868064,1,1,1,0,車イス対応トイレ（オストメイト対応）
大杉東小学校,35.70083914,139.8789836,1,0,0,0,車イス対応トイレ
東小松川小学校,35.69300867,139.865982,1,0,0,0,車イス対応トイレ
船堀小学校,35.6829117,139.8621578,1,1,1,0,車イス対応トイレ（オストメイト対応）
船堀第二小学校,35.6834688,139.8680482,1,0,0,0,車イス対応トイレ
二之江小学校,35.67439212,139.8792567,1,0,0,0,車イス対応トイレ
二之江第二小学校,35.67965146,139.8768167,1,0,0,0,車イス対応トイレ
第二葛西小学校,35.6627624,139.8785472,1,1,1,0,車イス対応トイレ（オストメイト対応）
第三葛西小学校,35.671238,139.8617183,1,0,0,0,車イス対応トイレ
第四葛西小学校,35.65884764,139.871107,1,0,0,0,車イス対応トイレ
第五葛西小学校,35.67481644,139.8557806,1,0,0,0,車イス対応トイレ
第六葛西小学校,35.66800555,139.8647033,1,0,0,0,車イス対応トイレ
第七葛西小学校,35.65997321,139.8596869,1,0,0,0,車イス対応トイレ
南葛西小学校,35.6467051,139.8746222,1,0,0,0,車イス対応トイレ
西葛西小学校,35.66813223,139.8574198,1,0,0,0,車イス対応トイレ
新田小学校,35.65452991,139.8629938,1,0,0,0,車イス対応トイレ
宇喜田小学校,35.67446174,139.8655358,1,0,0,0,車イス対応トイレ
清新第一小学校,35.66188781,139.8526804,1,0,0,0,車イス対応トイレ
臨海小学校,35.65153217,139.8602482,1,0,0,0,
東葛西小学校,35.65411441,139.8796674,1,0,0,0,車イス対応トイレ
瑞江小学校,35.68527112,139.8875375,1,0,0,0,車イス対応トイレ
春江小学校,35.69917973,139.8939534,1,1,1,0,車イス対応トイレ（オストメイト対応）
新堀小学校,35.70442298,139.8881357,1,0,0,0,車イス対応トイレ
下鎌田小学校,35.691021,139.893669,1,0,0,0,車イス対応トイレ
下鎌田東小学校,35.68680332,139.9012383,1,0,0,0,車イス対応トイレ
下鎌田西小学校,35.692454,139.892953,1,0,0,0,車イス対応トイレ
江戸川小学校,35.68627653,139.9068219,1,0,0,0,車イス対応トイレ
一之江小学校,35.68971645,139.8811519,1,0,0,0,車イス対応トイレ
一之江第二小学校,35.68222922,139.8785344,1,0,0,0,車イス対応トイレ
鹿本小学校,35.71861013,139.8786959,1,0,0,0,車イス対応トイレ
鹿骨小学校,35.71269795,139.8843397,1,0,0,0,車イス対応トイレ
鹿骨東小学校,35.71144331,139.892424,1,0,0,0,車イス対応トイレ
松本小学校,35.71518466,139.8841016,1,0,0,0,車イス対応トイレ
本一色小学校,35.71858096,139.8722955,1,0,0,0,車イス対応トイレ
篠崎小学校,35.7048185,139.9091259,1,1,1,0,車イス対応トイレ（オストメイト対応）
篠崎第二小学校,35.71443819,139.9003603,1,0,0,0,車イス対応トイレ
篠崎第三小学校,35.69764944,139.9140118,1,1,1,0,車イス対応トイレ（オストメイト対応）
篠崎第四小学校,35.70478123,139.8987718,1,0,0,0,車イス対応トイレ
篠崎第五小学校,35.71834255,139.8930767,1,0,0,0,車イス対応トイレ
南篠崎小学校,35.69823411,139.9041836,1,0,0,0,車イス対応トイレ
鎌田小学校,35.69151887,139.9042529,1,0,0,0,車イス対応トイレ
小岩小学校,35.73298089,139.8924572,1,1,1,0,車イス対応トイレ（オストメイト対応）
東小岩小学校,35.72931022,139.8892326,1,0,0,0,車イス対応トイレ
下小岩小学校,35.72815217,139.8828172,1,0,0,0,
下小岩第二小学校,35.72578533,139.8786116,1,0,0,0,車イス対応トイレ
上小岩小学校,35.74342363,139.889426,1,0,0,0,
上小岩第二小学校,35.74762809,139.886934,1,0,0,0,車イス対応トイレ
西小岩小学校,35.73592616,139.8775353,1,0,0,0,車イス対応トイレ
上一色南小学校,35.72214453,139.8711644,1,0,0,0,車イス対応トイレ
南小岩小学校,35.72306481,139.8852352,1,1,1,0,車イス対応トイレ（オストメイト対応）
南小岩第二小学校,35.72195204,139.8892439,1,0,0,0,車イス対応トイレ
中小岩小学校,35.7373584,139.892436,1,0,0,0,車イス対応トイレ
北小岩小学校,35.74015089,139.8852015,1,0,0,0,車イス対応トイレ
小松川第一中学校,35.70561472,139.8462592,1,0,0,0,車イス対応トイレ
小松川第三中学校,35.70475862,139.8387949,1,0,0,0,車イス対応トイレ
松江第一中学校,35.68892016,139.8672791,1,0,0,0,車イス対応トイレ
松江第二中学校,35.70612403,139.859716,1,0,0,0,車イス対応トイレ
松江第三中学校,35.70871802,139.870151,1,0,0,0,
松江第四中学校,35.69908229,139.8771538,1,0,0,0,車イス対応トイレ
松江第五中学校,35.68903142,139.8772492,1,1,1,0,車イス対応トイレ（オストメイト対応）
松江第六中学校,35.69114409,139.8739794,1,0,0,0,車イス対応トイレ
二之江中学校,35.68195321,139.8772335,1,0,0,0,車イス対応トイレ
葛西第二中学校,35.67907013,139.8619499,1,0,0,0,車イス対応トイレ
葛西第三中学校,35.65971539,139.8654204,1,0,0,0,車イス対応トイレ
南葛西中学校,35.64546325,139.8750812,1,0,0,0,車イス対応トイレ
南葛西第二中学校,35.64478923,139.8712605,1,0,0,0,車イス対応トイレ
西葛西中学校,35.6662576,139.8631394,1,0,0,0,車イス対応トイレ
東葛西中学校,35.66108862,139.8794562,1,0,0,0,車イス対応トイレ
清新第一中学校,35.66324263,139.8516964,1,0,0,0,車イス対応トイレ
清新第二中学校,35.65672338,139.8523037,1,0,0,0,車イス対応トイレ
瑞江中学校,35.67982565,139.884621,1,0,0,0,車イス対応トイレ
瑞江第二中学校,35.694643,139.894666,1,0,0,0,車イス対応トイレ
瑞江第三中学校,35.69141477,139.9000752,1,1,1,0,車イス対応トイレ（オストメイト対応）
春江中学校,35.70069348,139.8909366,1,0,0,0,車イス対応トイレ
鹿本中学校,35.71840411,139.8768571,1,0,0,0,車イス対応トイレ
鹿骨中学校,35.70774975,139.8935401,1,0,0,0,車イス対応トイレ
篠崎中学校,35.7030197,139.908722,1,0,0,0,車イス対応トイレ
篠崎第二中学校,35.6995402,139.9130858,1,0,0,0,車イス対応トイレ
小岩第一中学校,35.73033117,139.8918673,1,0,0,0,車イス対応トイレ
小岩第二中学校,35.72139914,139.8905468,1,1,1,0,車イス対応トイレ（オストメイト対応）
小岩第三中学校,35.74701214,139.8861451,1,0,0,0,車イス対応トイレ
小岩第四中学校,35.73664101,139.8749895,1,0,0,0,車イス対応トイレ
小岩第五中学校,35.71742147,139.8860763,1,0,0,0,車イス対応トイレ
上一色中学校,35.72345843,139.8726372,1,0,0,0,車イス対応トイレ
いずみの森義務教育学校,35.65010451,139.3429812,1,1,1,1,
館小中学校本校舎,35.6302063,139.2884546,1,0,0,0,
加住小中学校本校舎,35.701968,139.316863,1,1,1,1,
みなみ野小学校（みなみ野小中学校）,35.63295092,139.3236045,1,0,0,1,
館小中学校分校舎,35.62785563,139.2908565,1,0,0,0,
加住小中学校分校舎,35.703976,139.313702,1,0,0,0,
みなみ野中学校（みなみ野小中学校）,35.63235096,139.3222076,1,1,0,1,
高尾山学園（小・中学部）,35.624609,139.288663,1,0,0,1,
南大沢市民センター,35.61188177,139.3792586,1,1,1,1,自動ドア
川口市民センター,35.68650824,139.2990774,1,1,1,1,自動ドア
第一小学校,35.66137206,139.3364113,0,0,0,0,
第二小学校,35.66168264,139.3218065,0,0,0,0,
第三小学校,35.6555126,139.3317299,1,1,1,1,
第四小学校,35.65791072,139.3463386,1,0,0,1,
第五小学校,35.6588046,139.3079178,1,0,0,0,
第七小学校,35.65670926,139.3239325,1,1,1,1,
第八小学校,35.67158056,139.3607978,1,0,0,1,
第九小学校,35.67091868,139.3247089,1,0,0,1,
第十小学校,35.66620271,139.3436305,1,1,1,1,
中野北小学校,35.67421136,139.3268036,1,0,0,0,
清水小学校,35.67607096,139.3195931,1,0,0,1,
大和田小学校,35.66560607,139.3545056,1,1,1,1,
小宮小学校,35.68365739,139.3677507,1,0,0,1,
高倉小学校,35.66247373,139.3660207,1,0,0,1,
宇津木台小学校,35.68668468,139.3541857,1,0,0,1,
横山第一小学校,35.6340453,139.3046221,1,1,1,1,
横山第二小学校,35.65401597,139.3016095,1,0,0,1,
散田小学校,35.64782367,139.3016298,1,1,1,1,
長房小学校,35.65798549,139.3004265,1,0,0,1,
船田小学校,35.65710929,139.2890055,1,0,0,1,
山田小学校,35.64684509,139.3135148,1,0,0,1,
椚田小学校,35.63662395,139.3022902,1,0,0,1,
緑が丘小学校,35.6221108,139.310714,1,1,0,1,
元八王子小学校,35.66998492,139.2921447,1,0,0,1,
元八王子東小学校,35.67122809,139.3038356,1,0,0,1,
上壱分方小学校,35.68479803,139.2839598,1,0,0,1,
城山小学校,35.65934775,139.2782103,1,0,0,1,
弐分方小学校,35.67176862,139.2884629,1,0,0,1,
横川小学校,35.66723164,139.3075155,1,0,0,1,
恩方第一小学校,35.66974096,139.2548619,1,0,0,1,
恩方第二小学校,35.67272645,139.2104895,1,0,0,1,
元木小学校,35.68100394,139.2643586,1,0,0,0,
川口小学校,35.69240808,139.2803238,1,0,0,1,
陶鎔小学校,35.68826728,139.3080876,1,0,0,1,
上川口小学校,35.70567176,139.2494159,1,0,0,1,
美山小学校,35.69041746,139.2486976,1,0,0,0,
楢原小学校,35.67562969,139.3074762,1,0,0,1,
松枝小学校,35.68507449,139.3024172,1,0,0,1,
由井第一小学校,35.64585733,139.3557792,1,1,1,1,
由井第二小学校,35.63665889,139.3382061,1,0,0,1,
由井第三小学校,35.64233798,139.3277688,1,1,0,1,
長沼小学校,35.64248496,139.3654495,1,0,0,1,
片倉台小学校,35.63138671,139.3463836,1,0,0,1,
高嶺小学校,35.62842416,139.3508023,1,0,0,1,
みなみ野君田小学校,35.62734259,139.3247356,1,1,1,1,
七国小学校,35.6208722,139.3204392,1,1,1,1,
浅川小学校,35.64006902,139.2821047,1,0,0,1,
東浅川小学校,35.64272784,139.2866152,1,1,1,1,
由木中央小学校,35.62999884,139.3832945,1,1,1,1,
由木東小学校,35.63351911,139.4083553,1,1,1,1,
由木西小学校,35.62313003,139.3614507,1,0,0,1,
鹿島小学校,35.63384554,139.4259977,1,0,0,1,
松が谷小学校,35.62845983,139.413884,1,0,0,0,
中山小学校,35.62572267,139.3585148,1,0,0,1,
柏木小学校,35.61009908,139.3832143,1,0,0,1,
南大沢小学校,35.60830406,139.3747651,1,0,0,1,
宮上小学校,35.61013276,139.3712883,1,0,0,1,
秋葉台小学校,35.62438208,139.4060708,1,1,1,1,
別所小学校,35.61393598,139.3957641,1,0,0,0,
愛宕小学校,35.61942176,139.3731398,1,0,0,0,
松木小学校,35.62202302,139.3938159,1,0,0,0,
下柚木小学校,35.6226786,139.380749,1,0,0,0,
上柚木小学校,35.61612902,139.3690123,1,0,0,0,
長池小学校,35.6107611,139.3884406,1,0,0,0,
鑓水小学校,35.61293424,139.3635599,1,0,0,0,
第一中学校,35.67002275,139.3614648,0,1,1,1,
第二中学校,35.67058646,139.3150387,1,1,0,1,
第四中学校,35.66615009,139.3200805,1,1,1,1,
第五中学校,35.66151326,139.3445476,1,1,1,1,
第六中学校,35.6533628,139.3299891,1,1,0,1,
第七中学校,35.65070473,139.3162144,1,1,0,1,
ひよどり山中学校,35.67546454,139.3387115,1,1,0,1,
甲ノ原中学校,35.68271527,139.3218317,1,0,0,1,
石川中学校,35.68305319,139.3577696,1,1,1,1,
横山中学校,35.64893956,139.3024426,1,1,1,1,
長房中学校,35.65812215,139.2880555,1,0,0,1,
椚田中学校,35.63405138,139.3078028,1,0,0,0,
元八王子中学校,35.67250567,139.2935205,1,1,1,1,
四谷中学校,35.6773832,139.296543,1,1,1,1,
横川中学校,35.66853544,139.3054876,1,0,0,1,
城山中学校,35.66935572,139.2819966,1,0,0,0,
恩方中学校,35.67011359,139.2424919,1,0,0,1,
川口中学校,35.69412099,139.2841964,1,1,0,1,
楢原中学校,35.67858954,139.3145034,1,0,0,1,
由井中学校,35.644979,139.3398156,1,0,0,0,
打越中学校,35.64531145,139.3580441,1,0,0,1,
七国中学校,35.6203883,139.3220051,1,1,0,1,
浅川中学校,35.63904009,139.2803359,1,0,0,1,
陵南中学校,35.6456297,139.2934675,1,0,0,1,
由木中学校,35.62701822,139.3850425,1,0,0,1,
松が谷中学校,35.63019473,139.4175226,1,0,0,0,
中山中学校,35.62425582,139.3582569,1,0,0,1,
南大沢中学校,35.60863216,139.3801296,1,0,0,1,
宮上中学校,35.6130095,139.373793,1,0,0,1,
別所中学校,35.61924051,139.4006415,1,0,0,1,
上柚木中学校,35.6176249,139.3705181,1,0,0,0,
松木中学校,35.61785442,139.3913833,1,1,0,1,
鑓水中学校,35.61286414,139.3596962,1,0,0,0,
大和田市民センター,35.66309528,139.3519569,1,1,1,1,自動ドア・オストメイト設備
長房市民センター,35.65041021,139.2953322,1,1,1,1,自動ドア・オストメイト設備
浅川市民センター,35.64359949,139.276913,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
子安市民センター,35.65083647,139.344597,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由木中央市民センター,35.62701316,139.3827307,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由井市民センター,35.64135642,139.3402007,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
元八王子市民センター,35.68313228,139.2863357,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
由木東市民センター,35.63418038,139.4214311,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
中野市民センター,35.68182728,139.318479,1,1,1,1,自動ドア・赤ちゃん・ふらっと
石川市民センター,35.68054365,139.3644241,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
恩方市民センター,35.67401484,139.2685405,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
台町市民センター,35.65502534,139.3200659,1,1,1,1,自動ドア・赤ちゃん・ふらっと・オストメイト設備
加住市民センター,35.69943444,139.3239298,1,1,1,1,自動ドア
横山南市民センター,35.63374649,139.3104186,1,1,1,1,自動ドア
稲荷山行政資料保管等施設（旧稲荷山小学校）,35.62041872,139.300205,1,1,0,0,
デジタルハリウッド大学,35.6298348,139.4214843,0,0,0,0,
富士森体育館,35.650378,139.322603,1,1,0,1,自動ドア・授乳室・オストメイト設備
夕やけ小やけふれあいの里,35.669621,139.216437,1,1,0,1,
八王子桑志高等学校,35.65776166,139.305831,0,0,0,0,
八王子拓真高等学校,35.6547643,139.3171372,0,0,0,0,
南多摩中等教育学校,35.66058036,139.3443776,0,0,0,0,
富士森高等学校,35.65725262,139.3020733,0,0,0,0,
片倉高等学校,35.62988672,139.3406512,0,0,0,0,
八王子東高等学校,35.66211274,139.3649158,0,0,0,0,
八王子北高等学校,35.68552947,139.3036661,0,0,0,0,
翔陽高等学校,35.629225,139.291318,0,0,0,0,
松が谷高等学校,35.62861572,139.4104003,0,0,0,0,
立川市立第一小学校,35.69479118,139.4071889,1,1,1,1,
立川市立第二小学校,35.70117982,139.4206445,0,1,0,1,
立川市立第三小学校,35.69278974,139.4198089,0,1,0,1,
立川市立第四小学校,35.69753569,139.4004844,0,1,0,1,
立川市立第五小学校,35.70780303,139.4189864,1,1,0,1,
立川市立第六小学校,35.69545863,139.4269262,1,1,1,1,
立川市立第七小学校,35.69062984,139.4144884,1,1,0,1,
立川市立第八小学校,35.7190419,139.4241185,1,1,0,1,
立川市立第九小学校,35.72383554,139.3931929,1,1,0,1,
立川市立第十小学校,35.72036439,139.4104056,0,1,0,1,
立川市立西砂小学校,35.72728937,139.3641083,0,1,0,1,
立川市立南砂小学校,35.70827328,139.4302664,1,1,0,1,
立川市立幸小学校,35.72769884,139.4210924,0,1,0,1,
立川市立松中小学校,35.7317802,139.37662,0,1,0,1,
立川市立大山小学校,35.71957995,139.3909303,0,1,0,0,
立川市立柏小学校,35.72731172,139.414665,0,1,0,1,
立川市立上砂川小学校,35.73262853,139.3927446,0,1,0,1,
立川市立新生小学校,35.69437585,139.3929091,0,1,0,1,
立川市立立川第一中学校,35.69558,139.4039171,1,1,0,1,
立川市立立川第二中学校,35.70339872,139.4262349,0,1,0,1,
立川市立立川第三中学校,35.689684,139.426612,1,1,0,1,
立川市立立川第四中学校,35.7264941,139.4256901,1,1,0,1,
立川市立立川第五中学校,35.72407035,139.3870974,1,1,0,1,
立川市立立川第六中学校,35.71744992,139.4181461,1,1,0,1,
立川市立立川第七中学校,35.73368374,139.3672937,1,1,0,1,
立川市立立川第八中学校,35.69269815,139.3972008,1,1,0,1,
立川市立立川第九中学校,35.72245087,139.4374262,1,1,0,1,
立川市立若葉台小学校,35.71899,139.43379,1,1,0,1,
旧多摩川小学校,35.69158509,139.3900445,0,1,0,0,
旧若葉小学校,35.7246355,139.4348793,0,1,0,1,
武蔵野市立第一小学校,35.70895402,139.5735462,0,0,0,1,
武蔵野市立第二小学校,35.70840026,139.5427118,0,0,0,1,
武蔵野市立第三小学校,35.70250511,139.5870983,0,0,0,1,
武蔵野市立第四小学校,35.71234883,139.5806954,0,0,0,1,
武蔵野市立第五小学校,35.71289712,139.5562515,0,0,0,1,
武蔵野市立大野田小学校,35.7156451,139.5670315,1,0,0,1,
武蔵野市立境南小学校,35.69713058,139.5445291,0,0,0,1,
武蔵野市立本宿小学校,35.70476696,139.5908689,0,0,0,1,
武蔵野市立千川小学校,35.7186064,139.5533895,1,1,0,1,
武蔵野市立井之頭小学校,35.70403344,139.5681918,0,0,0,1,
武蔵野市立関前南小学校,35.71371886,139.549942,0,1,0,1,
武蔵野市立桜野小学校,35.70990986,139.5341135,1,0,0,1,
武蔵野市立第一中学校,35.7107976,139.5652758,0,0,0,0,
武蔵野市立第二中学校,35.70980991,139.5353204,0,0,0,1,
武蔵野市立第三中学校,35.70747455,139.5871011,0,0,0,1,
武蔵野市立第四中学校,35.71873483,139.5699241,1,0,0,1,
武蔵野市立第五中学校,35.71058225,139.551265,0,0,0,1,
武蔵野市立第六中学校,35.70850332,139.5453426,0,0,0,1,
